date,stock_id,Trading_Volume,Trading_money,open,max,min,close,spread,Trading_turnover
2025-01-02,2317,41467354,7588159603,184.0,186.0,181.5,182.5,-1.5,48006
2025-01-03,2317,48659205,8838730132,183.0,184.0,180.5,181.0,-1.5,52820
2025-01-06,2317,67829021,12539307339,185.0,187.5,183.5,184.5,3.5,48289
2025-01-07,2317,83019294,15727768928,187.0,192.0,186.5,190.0,5.5,61312
2025-01-08,2317,41798818,7881691230,190.0,190.0,187.0,188.0,-2.0,68591
2025-01-09,2317,47079538,8712211883,188.0,188.0,183.0,183.0,-5.0,53956
2025-01-10,2317,42317494,7698779260,182.5,184.0,181.0,181.5,-1.5,47888
2025-01-13,2317,157188534,27407637685,180.0,180.5,171.5,171.5,-10.0,192669
2025-01-14,2317,64355673,11130474220,171.5,174.5,171.0,174.5,3.0,52963
2025-01-15,2317,60432737,10411822201,174.5,175.5,171.0,171.0,-3.5,65891
2025-01-16,2317,42128703,7331867358,175.0,176.0,173.0,173.5,2.5,32338
2025-01-17,2317,47442329,8231498177,173.0,175.5,172.0,173.5,0.0,33175
2025-01-20,2317,35167919,6214216149,174.5,178.0,174.5,178.0,4.5,44005
2025-01-21,2317,32613034,5818448615,178.5,180.0,177.0,178.5,0.5,31806
2025-01-22,2317,44375092,7991917051,180.5,181.0,178.5,180.0,1.5,34107
2025-02-03,2317,168103694,27880932586,164.0,168.0,163.5,165.5,-14.5,203537
2025-02-04,2317,68458788,11379696528,167.0,169.0,165.0,165.0,-0.5,73349
2025-02-05,2317,53304973,9033062898,167.0,171.5,167.0,171.0,6.0,42917
2025-02-06,2317,41060652,7081097296,172.5,174.0,171.0,173.0,2.0,31971
2025-02-07,2317,52118210,9202320428,175.0,178.0,174.0,178.0,5.0,44998
2025-02-10,2317,37723196,6590892944,176.0,176.5,174.0,174.0,-4.0,48491
2025-02-11,2317,71048641,12782953142,178.0,182.0,176.0,179.0,5.0,48761
2025-02-12,2317,42666219,7608185758,181.5,181.5,177.0,177.0,-2.0,63003
2025-02-13,2317,40596733,7259602358,177.0,181.0,177.0,180.0,3.0,24848
2025-02-14,2317,26925038,4808438797,180.0,180.5,177.5,178.0,-2.0,25657
